OBJECTID,Route,RteSuffix,RouteS,PMRouteID,County,District,PMPrefix,bPM,ePM,PMSuffix,bPMc,ePMc,bOdometer,eOdometer,AlignCode,RouteType,Direction,Shape_Length
3847,99,,99,SUT099.R.L,SUT,3,R,7.993,8.109,,R7.993,R8.109,311.612,311.728,Left,State,SB,250.444873834576
3848,178,,178,INY178...R,INY,9,,28,42.92,,28.0,42.92,116.613,131.533,Right,State,EB,29483.4070550205
3849,138,,138,LA.138...L,LA,7,,48.627,57.182,,48.627,57.182,42.242,50.797,Left,State,WB,16750.8663416044
3850,99,,99,SUT099...L,SUT,3,,0,7.993,,0.0,7.993,303.619,311.612,Left,State,SB,16535.2833848646
3851,99,,99,SAC099...L,SAC,3,,32.733,36.863,,32.733,36.863,299.489,303.619,Left,State,SB,8548.58432682712
3852,125,,125,SD.125.R.R,SD,11,R,14.888,15.68,,R14.888,R15.68,16.988,17.78,Right,State,NB,1498.58385723065
3853,99,,99,SAC099.R.L,SAC,3,R,32.124,32.733,,R32.124,R32.733,298.88,299.489,Left,State,SB,1276.34908403148
3854,99,,99,SAC099.R.L,SAC,3,R,24.223,24.351,,R24.223,R24.351,298.752,298.88,Left,State,SB,262.456920174434
3855,99,,99,SAC099...L,SAC,3,,9.436,24.223,,9.436,24.223,283.965,298.752,Left,State,SB,30469.0681781682
3856,99,,99,SAC099.R.L,SAC,3,R,8.39,9.433,,R8.39,R9.433,282.922,283.965,Left,State,SB,2142.10104793107
3857,192,,192,SB.192.R.L,SB,5,R,19.029,19.203,,R19.029,R19.203,19.01,19.184,Left,State,WB,339.714938215038
3858,99,,99,SAC099...L,SAC,3,,0.123,8.39,,0.123,8.39,274.655,282.922,Left,State,SB,16998.3864451743
3859,137,,137,TUL137.R.L,TUL,6,R,15.38,15.78,,R15.38,R15.78,17.441,17.841,Left,State,WB,818.32372056398
3860,99,,99,SJ.099...L,SJ,10,,0,38.783,,0.0,38.783,235.872,274.655,Left,State,SB,79372.7567715772
3861,99,,99,STA099.R.L,STA,10,R,18.924,24.75,,R18.924,R24.75,230.046,235.872,Left,State,SB,11867.6175367997
3862,120,,120,MNO120...L,MNO,9,,13.37,30.5,,13.37,30.5,107.014,124.144,Left,State,WB,34518.9601125311
3863,101,,101,SCL101.T.L,SCL,4,T,4.214,4.553,,T4.214,T4.553,353.486,353.825,Left,US,SB,686.579013020252
3864,99,,99,STA099.M.L,STA,10,M,18.24,18.924,,M18.24,M18.924,229.362,230.046,Left,State,SB,1376.45451540627
3865,99,,99,STA099.R.L,STA,10,R,0,8.618,,R0.0,R8.618,210.814,219.432,Left,State,SB,17478.4220478984
3866,132,,132,STA132.R.L,STA,10,R,41.124,41.569,,R41.124,R41.569,49.725,50.17,Left,State,WB,900.35558120745
3867,99,,99,MER099.R.L,MER,10,R,33.83,37.302,,R33.83,R37.302,207.342,210.814,Left,State,SB,7031.5924665195
3868,99,,99,MER099.M.L,MER,10,M,32.642,33.934,,M32.642,M33.934,206.05,207.342,Left,State,SB,2620.14405563325
3869,99,,99,MER099.R.L,MER,10,R,28.582,32.642,,R28.582,R32.642,201.99,206.05,Left,State,SB,8253.55838755327
3870,101,,101,MON101.R.L,MON,5,R,0,8.354,,R0.0,R8.354,242.745,251.099,Left,US,SB,16634.5217647157
3871,99,,99,MER099...L,MER,10,,20.634,28.582,,20.634,28.582,194.042,201.99,Left,State,SB,16086.6551830624
3872,99,,99,MER099.R.L,MER,10,R,19.534,20.652,,R19.534,R20.652,192.924,194.042,Left,State,SB,2259.4631220991
3873,101,,101,MEN101...R,MEN,1,,66.03,67.086,,66.03,67.086,587.893,588.949,Right,US,NB,2215.14347507878
3874,99,,99,MER099...L,MER,10,,12.885,19.534,,12.885,19.534,186.275,192.924,Left,State,SB,13438.6687209723
3875,99,,99,MER099.R.L,MER,10,R,0.393,12.921,,R0.393,R12.921,173.747,186.275,Left,State,SB,25417.371194326
3876,99,,99,MER099...L,MER,10,,0,0.434,,0.0,0.434,173.313,173.747,Left,State,SB,789.486229456675
3877,99,,99,MAD099...L,MAD,6,,19.37,29.359,,19.37,29.359,163.324,173.313,Left,State,SB,20165.5327136467
3878,101,,101,SF.101.RLL,SF,4,R,4.241,4.634,L,R4.241L,R4.634L,432.536,432.929,Left Independent,US,SB,795.556728518046
3879,101,,101,LA.101...L,LA,7,,11.957,16.844,,11.957,16.844,13.274,18.161,Left,US,SB,9512.16704320933
3880,99,,99,MAD099.R.L,MAD,6,R,17.899,19.365,,R17.899,R19.365,161.858,163.324,Left,State,SB,2986.70028919167
3881,99,,99,MAD099...L,MAD,6,,16.731,17.899,,16.731,17.899,160.69,161.858,Left,State,SB,2342.61485724122
3882,99,,99,MAD099.R.L,MAD,6,R,15.911,16.751,,R15.911,R16.751,159.85,160.69,Left,State,SB,1708.08023788948
3883,142,,142,SBD142...L,SBD,8,,3.443,3.703,,3.443,3.703,9.118,9.378,Left,State,WB,511.373240430929
3884,99,,99,MAD099...L,MAD,6,,14.638,15.911,,14.638,15.911,158.577,159.85,Left,State,SB,2544.85185534971
3885,99,,99,MAD099.R.L,MAD,6,R,13.801,14.642,,R13.801,R14.642,157.736,158.577,Left,State,SB,1689.13211219228
3886,99,,99,MAD099...L,MAD,6,,7.865,13.801,,7.865,13.801,151.8,157.736,Left,State,SB,11946.4640029152
3887,99,,99,MAD099.R.L,MAD,6,R,7.012,7.871,,R7.012,R7.871,150.941,151.8,Left,State,SB,1775.82599009072
3888,99,,99,MAD099...L,MAD,6,,3.987,7.012,,3.987,7.012,147.916,150.941,Left,State,SB,6086.98314722482
3889,99,,99,MAD099.R.L,MAD,6,R,3.097,3.99,,R3.097,R3.99,147.023,147.916,Left,State,SB,1792.95497169822
3890,99,,99,MAD099...L,MAD,6,,1.386,3.097,,1.386,3.097,145.312,147.023,Left,State,SB,3451.88153129442
3891,132,,132,STA132.R.L,STA,10,R,43.63,44.17,,R43.63,R44.17,52.192,52.732,Left,State,WB,1071.26309730111
3892,99,,99,MAD099.R.L,MAD,6,R,0.342,1.396,,R0.342,R1.396,144.258,145.312,Left,State,SB,2132.01570279102
3893,99,,99,MAD099...L,MAD,6,,0,0.342,,0.0,0.342,143.916,144.258,Left,State,SB,697.415614615357
3894,99,,99,FRE099...L,FRE,6,,26.223,31.609,,26.223,31.609,138.53,143.916,Left,State,SB,10831.0743263596
3895,120,,120,TUO120.R.R,TUO,10,R,5.852,6.798,,R5.852,R6.798,45.287,46.233,Right,State,EB,1935.73003833816
3896,99,,99,FRE099.R.L,FRE,6,R,24.239,26.215,,R24.239,R26.215,136.554,138.53,Left,State,SB,3969.73712905525
3897,99,,99,FRE099...L,FRE,6,,6.149,24.239,,6.149,24.239,118.464,136.554,Left,State,SB,36347.5756008414
3898,99,,99,KER099..RR,KER,6,,42.803,42.881,R,42.803R,42.881R,43.663,43.741,Right Independent,State,NB,155.58538142152
3899,99,,99,FRE099.R.L,FRE,6,R,0,6.135,,R0.0,R6.135,112.329,118.464,Left,State,SB,12302.1110924357
3900,99,,99,TUL099...L,TUL,6,,39.505,53.232,,39.505,53.232,97.895,111.622,Left,State,SB,27682.383038651
3901,99,,99,TUL099...L,TUL,6,,0,37.178,,0.0,37.178,58.416,95.594,Left,State,SB,74240.0760092202
3902,155,,155,KER155...L,KER,6,,0,0.427,,0.0,0.427,0.402,0.829,Left,State,WB,851.634338956472
3903,121,,121,SON121...R,SON,4,,7.442,10.367,,7.442,10.367,7.438,10.363,Right,State,NB,5773.1302796004
3904,99,,99,KER099...L,KER,6,,47.938,57.581,,47.938,57.581,48.773,58.416,Left,State,SB,19182.3758964554
3905,99,,99,KER099.R.L,KER,6,R,46.816,47.938,,R46.816,R47.938,47.651,48.773,Left,State,SB,2235.49875260168
3906,99,,99,KER099...L,KER,6,,43.951,46.816,,43.951,46.816,44.786,47.651,Left,State,SB,5692.41174092743
3907,166,,166,SB.166...R,SB,5,,52.105,55.042,,52.105,55.042,48.524,51.461,Right,State,EB,5773.93999531426
3908,99,,99,KER099.RLL,KER,6,R,42.881,43.926,L,R42.881L,R43.926L,43.741,44.786,Left Independent,State,SB,2086.61941972824
3909,101,,101,HUM101.R.R,HUM,1,R,39.181,46.173,,R39.181,R46.173,663.878,670.87,Right,US,NB,14801.4520821735
3910,99,,99,KER099..LL,KER,6,,42.803,42.881,L,42.803L,42.881L,43.663,43.741,Left Independent,State,SB,153.964057791516
3911,101,,101,SBT101...R,SBT,5,,4.925,6.45,,4.925,6.45,346.647,348.172,Right,US,NB,3081.76006249523
3912,99,,99,KER099...L,KER,6,,41.57,42.803,,41.57,42.803,42.43,43.663,Left,State,SB,2433.58977298739
3913,146,,146,MON146...L,MON,5,,1.485,10.08,,1.485,10.08,0,8.595,Left,State,WB,17234.5120937043
3914,99,,99,KER099.R.L,KER,6,R,40.754,41.585,,R40.754,R41.585,41.599,42.43,Left,State,SB,1646.86247661307
3915,99,,99,KER099...L,KER,6,,39.522,40.754,,39.522,40.754,40.367,41.599,Left,State,SB,2445.52152859635
3916,99,,99,KER099.R.L,KER,6,R,38.719,39.518,,R38.719,R39.518,39.568,40.367,Left,State,SB,1588.88236210243
3917,99,,99,KER099...L,KER,6,,31.185,38.719,,31.185,38.719,32.034,39.568,Left,State,SB,14918.7802078096
3918,101,,101,SF.101.R.R,SF,4,R,4.688,5.139,,R4.688,R5.139,432.947,433.398,Right,US,NB,908.207015522714
3919,99,,99,KER099.R.L,KER,6,R,28.055,31.212,,R28.055,R31.212,28.877,32.034,Left,State,SB,6229.57132344537
3920,99,,99,KER099...L,KER,6,,0,28.055,,0.0,28.055,0.822,28.877,Left,State,SB,55430.9904679369
3921,99,,99,KER099.L.L,KER,6,L,0,0.822,,L0.0,L0.822,0,0.822,Left,State,SB,1452.63708116906
3922,98,,98,IMP098.R.R,IMP,11,R,56.638,57.017,,R56.638,R57.017,56.916,57.295,Right,State,EB,736.859136499787
3923,199,,199,DN.199.R.R,DN,1,R,25.666,26.151,,R25.666,R26.151,25.478,25.963,Right,US,NB,1058.54853693507
3924,193,,193,ED.193.R.L,ED,3,R,1.836,7.482,,R1.836,R7.482,9.671,15.317,Left,State,WB,11651.7625296944
3925,98,,98,IMP098...R,IMP,11,,0.243,56.638,,0.243,56.638,0.521,56.916,Right,State,EB,107555.702481074
3926,98,,98,IMP098.R.R,IMP,11,R,0,0.521,,R0.0,R0.521,0,0.521,Right,State,EB,682.45834966673
3927,101,,101,MEN101.T.R,MEN,1,T,106.721,106.801,,T106.721,T106.801,626.924,627.004,Right,US,NB,147.335497671451
3928,98,,98,IMP098.R.L,IMP,11,R,56.638,57.017,,R56.638,R57.017,56.916,57.295,Left,State,WB,736.859136499787
3929,98,,98,IMP098...L,IMP,11,,0.243,56.638,,0.243,56.638,0.521,56.916,Left,State,WB,107550.707610355
3930,98,,98,IMP098.R.L,IMP,11,R,0,0.521,,R0.0,R0.521,0,0.521,Left,State,WB,1068.83918788837
3931,142,,142,SBD142...R,SBD,8,,3.443,3.703,,3.443,3.703,9.118,9.378,Right,State,EB,511.373240430929
3932,97,,97,SIS097...R,SIS,2,,42.102,54.089,,42.102,54.089,42.377,54.364,Right,US,NB,25967.4707267839
3933,97,,97,SIS097.R.R,SIS,2,R,41.392,42.1,,R41.392,R42.1,41.669,42.377,Right,US,NB,1526.33148750501
3934,99,,99,BUT099.T.R,BUT,3,T,37.322,38.378,,T37.322,T38.378,382.142,383.198,Right,State,NB,2223.32936283
3935,97,,97,SIS097...R,SIS,2,,16.573,41.392,,16.573,41.392,16.85,41.669,Right,US,NB,53520.1247678413
3936,138,,138,SBD138.R.L,SBD,8,R,17.235,19.341,,R17.235,R19.341,85.176,87.282,Left,State,WB,4148.03492266216
3937,97,,97,SIS097.R.R,SIS,2,R,10.449,16.47,,R10.449,R16.47,10.829,16.85,Right,US,NB,12957.6043130526
3938,110,,110,LA.110...L,LA,7,,1.756,21.444,,1.756,21.444,0.942,20.63,Left,Interstate,SB,38330.2636654868
3939,97,,97,SIS097...R,SIS,2,,0.05,10.449,,0.05,10.449,0.43,10.829,Right,US,NB,22280.1699690503
3940,97,,97,SIS097.L.R,SIS,2,L,0,0.43,,L0.0,L0.43,0,0.43,Right,US,NB,928.87569480833
3941,97,,97,SIS097...L,SIS,2,,42.102,54.089,,42.102,54.089,42.377,54.364,Left,US,SB,25967.4707267839
3942,123,,123,CC.123...L,CC,4,,0,2.198,,0.0,2.198,5.177,7.375,Left,State,SB,4494.39060990163
3943,97,,97,SIS097.R.L,SIS,2,R,41.392,42.1,,R41.392,R42.1,41.669,42.377,Left,US,SB,1526.33148750501
3944,152,,152,MER152.R.L,MER,10,R,31.485,40.218,,R31.485,R40.218,79.375,88.108,Left,State,WB,17609.4941341227
3945,97,,97,SIS097...L,SIS,2,,16.573,41.392,,16.573,41.392,16.85,41.669,Left,US,SB,53519.9729509529
3946,97,,97,SIS097.R.L,SIS,2,R,10.449,16.47,,R10.449,R16.47,10.829,16.85,Left,US,SB,12957.6043130526
3947,140,,140,MPA140...L,MPA,10,,31.536,51.803,,31.536,51.803,81.378,101.645,Left,State,WB,41076.0088485596
3948,97,,97,SIS097...L,SIS,2,,0.05,10.449,,0.05,10.449,0.43,10.829,Left,US,SB,22288.6559513768
3949,168,,168,FRE168.R.L,FRE,6,R,42.83,43.351,,R42.83,R43.351,45.345,45.866,Left,State,WB,1102.27765319506
3950,135,,135,SB.135.R.L,SB,5,R,9.095,10.769,,R9.095,R10.769,11.925,13.599,Left,State,SB,3372.27357848636
3951,96,,96,SIS096...R,SIS,2,,85.761,105.823,,85.761,105.823,126.457,146.519,Right,State,EB,43154.3531282919
3952,96,,96,SIS096...R,SIS,2,,52.475,85.469,,52.475,85.469,93.165,126.159,Right,State,EB,71043.9301322575
3953,96,,96,SIS096.R.R,SIS,2,R,47.675,52.509,,R47.675,R52.509,88.331,93.165,Right,State,EB,10596.9585632699
3954,173,,173,SBD173...L,SBD,8,,5.85,23.04,,5.85,23.04,7.754,24.944,Left,State,WB,33510.7401099619
3955,96,,96,SIS096...R,SIS,2,,43.32,47.675,,43.32,47.675,83.976,88.331,Right,State,EB,9288.24515852425
3956,96,,96,SIS096.R.R,SIS,2,R,43.093,43.321,,R43.093,R43.321,83.748,83.976,Right,State,EB,485.28982629469
3957,96,,96,SIS096...R,SIS,2,,42.885,43.093,,42.885,43.093,83.54,83.748,Right,State,EB,442.271043285323
3958,96,,96,SIS096...R,SIS,2,,40.015,42.617,,40.015,42.617,80.673,83.275,Right,State,EB,5595.27370862373
3959,96,,96,SIS096.R.R,SIS,2,R,0,16.381,,R0.0,R16.381,44.132,60.513,Right,State,EB,35215.2684194734
3960,96,,96,HUM096.R.R,HUM,1,R,38.572,44.979,,R38.572,R44.979,37.725,44.132,Right,State,EB,13807.227456875
3961,152,,152,SCL152...R,SCL,4,,30.308,34.397,,30.308,34.397,41.063,45.152,Right,State,EB,8331.21760898627
3962,120,,120,STA120.R.L,STA,10,R,14.413,15.909,,R14.413,R15.909,35.791,37.287,Left,State,WB,3046.39192154825
3963,99,,99,KER099...R,KER,6,,43.951,46.816,,43.951,46.816,44.811,47.676,Right,State,NB,5699.22226139573
3964,96,,96,HUM096...R,HUM,1,,37.253,38.572,,37.253,38.572,36.406,37.725,Right,State,EB,2795.51210521045
3965,120,,120,MNO120.R.R,MNO,9,R,0,12.056,,R0.0,R12.056,94.896,106.952,Right,State,EB,24460.5897587829
3966,96,,96,HUM096.R.R,HUM,1,R,37.092,37.25,,R37.092,R37.25,36.248,36.406,Right,State,EB,395.006211565307
3967,96,,96,HUM096...R,HUM,1,,34.908,37.092,,34.908,37.092,34.064,36.248,Right,State,EB,4544.30825832068
3968,96,,96,HUM096.R.R,HUM,1,R,30.805,34.187,,R30.805,R34.187,30.682,34.064,Right,State,EB,7239.40776252395
3969,96,,96,HUM096...R,HUM,1,,29.208,30.805,,29.208,30.805,29.085,30.682,Right,State,EB,3405.41605022683
3970,99,,99,TUL099.R.L,TUL,6,R,37.178,39.479,,R37.178,R39.479,95.594,97.895,Left,State,SB,4418.88248354536
3971,96,,96,HUM096.R.R,HUM,1,R,28.318,29.2,,R28.318,R29.2,28.203,29.085,Right,State,EB,1907.09203249806
3972,96,,96,HUM096...R,HUM,1,,19.103,28.318,,19.103,28.318,18.988,28.203,Right,State,EB,19720.0577402803
3973,96,,96,HUM096.R.R,HUM,1,R,18.761,19.045,,R18.761,R19.045,18.704,18.988,Right,State,EB,608.186933589079
3974,96,,96,HUM096...R,HUM,1,,17.605,18.761,,17.605,18.761,17.548,18.704,Right,State,EB,2479.26769036341
3975,96,,96,HUM096.R.R,HUM,1,R,17.392,17.586,,R17.392,R17.586,17.354,17.548,Right,State,EB,415.939255449397
3976,96,,96,HUM096...R,HUM,1,,14.697,17.392,,14.697,17.392,14.659,17.354,Right,State,EB,5755.87816036342
3977,101,,101,MEN101.R.R,MEN,1,R,42.463,48.994,,R42.463,R48.994,564.267,570.798,Right,US,NB,13655.9173882379
3978,96,,96,HUM096.R.R,HUM,1,R,14.234,14.7,,R14.234,R14.7,14.193,14.659,Right,State,EB,976.913537168833
3979,169,,169,HUM169...R,HUM,1,,13.2,33.84,,13.2,33.84,3.227,23.867,Right,State,EB,43733.5197498178
3980,96,,96,HUM096...R,HUM,1,,13.428,14.234,,13.428,14.234,13.387,14.193,Right,State,EB,1725.58990048421
3981,175,,175,LAK175.R.L,LAK,1,R,23.919,25.442,,R23.919,R25.442,33.406,34.929,Left,State,WB,3158.42114131486
3982,96,,96,HUM096...R,HUM,1,,10.754,13.081,,10.754,13.081,10.704,13.031,Right,State,EB,4962.59834834638
3983,150,,150,SB.150...L,SB,5,,1.744,2.197,,1.744,2.197,1.676,2.129,Left,State,WB,959.488942413275
3984,96,,96,HUM096.R.R,HUM,1,R,10.358,10.755,,R10.358,R10.755,10.307,10.704,Right,State,EB,875.708444148299
3985,96,,96,HUM096...R,HUM,1,,6.881,10.358,,6.881,10.358,6.83,10.307,Right,State,EB,7387.01807965151
3986,96,,96,HUM096.R.R,HUM,1,R,6.622,6.881,,R6.622,R6.881,6.571,6.83,Right,State,EB,550.379689931428
3987,96,,96,HUM096...R,HUM,1,,6.531,6.622,,6.531,6.622,6.48,6.571,Right,State,EB,193.665611994702
3988,155,,155,KER155...L,KER,6,,30.313,53.22,,30.313,53.22,27.393,50.3,Left,State,WB,45219.8928053446
3989,96,,96,HUM096.R.R,HUM,1,R,6.003,6.48,,R6.003,R6.48,6.003,6.48,Right,State,EB,1014.61929377363
3990,96,,96,HUM096...R,HUM,1,,0,6.003,,0.0,6.003,0,6.003,Right,State,EB,12737.6190156934
3991,203,,203,MNO203.L.R,MNO,9,L,0,0.68,,L0.0,L0.68,0,0.68,Right,State,EB,1386.4645371266
3992,138,,138,SBD138.M.L,SBD,8,M,15.33,15.577,,M15.33,M15.577,83.896,84.143,Left,State,WB,490.918915577129
3993,96,,96,SIS096...L,SIS,2,,85.761,105.823,,85.761,105.823,126.457,146.519,Left,State,WB,43170.2056281013
3994,96,,96,SIS096.R.L,SIS,2,R,85.469,85.767,,R85.469,R85.767,126.159,126.457,Left,State,WB,641.187904606334
3995,96,,96,SIS096.R.L,SIS,2,R,47.675,52.509,,R47.675,R52.509,88.331,93.165,Left,State,WB,10596.9585632699
3996,178,,178,KER178.R.L,KER,6,R,1.821,8.788,,R1.821,R8.788,0.314,7.281,Left,State,WB,13756.8025788462
3997,96,,96,SIS096...L,SIS,2,,43.32,47.675,,43.32,47.675,83.976,88.331,Left,State,WB,9288.24515852425
3998,96,,96,SIS096...L,SIS,2,,42.885,43.093,,42.885,43.093,83.54,83.748,Left,State,WB,442.271043285323
3999,96,,96,SIS096.R.L,SIS,2,R,42.617,42.882,,R42.617,R42.882,83.275,83.54,Left,State,WB,564.316949768495
4000,101,,101,MEN101...R,MEN,1,,36.164,38.216,,36.164,38.216,558.031,560.083,Right,US,NB,4461.6782740071
4001,96,,96,SIS096...L,SIS,2,,40.015,42.617,,40.015,42.617,80.673,83.275,Left,State,WB,5595.27370862373
4002,96,,96,SIS096.R.L,SIS,2,R,0,16.381,,R0.0,R16.381,44.132,60.513,Left,State,WB,35215.2684194734
4003,96,,96,HUM096.R.L,HUM,1,R,38.572,44.979,,R38.572,R44.979,37.725,44.132,Left,State,WB,13807.227456875
4004,96,,96,HUM096...L,HUM,1,,37.253,38.572,,37.253,38.572,36.406,37.725,Left,State,WB,2795.51210521045
4005,96,,96,HUM096.R.L,HUM,1,R,37.092,37.25,,R37.092,R37.25,36.248,36.406,Left,State,WB,395.006211565307
4006,96,,96,HUM096...L,HUM,1,,34.908,37.092,,34.908,37.092,34.064,36.248,Left,State,WB,4544.30825832068
4007,96,,96,HUM096.R.L,HUM,1,R,30.805,34.187,,R30.805,R34.187,30.682,34.064,Left,State,WB,7239.40776252395
4008,96,,96,HUM096...L,HUM,1,,29.208,30.805,,29.208,30.805,29.085,30.682,Left,State,WB,3405.41605022683
4009,96,,96,HUM096...L,HUM,1,,19.103,28.318,,19.103,28.318,18.988,28.203,Left,State,WB,19720.0577402803
4010,145,,145,FRE145..RR,FRE,6,,34.15,34.29,R,34.15R,34.29R,34.15,34.29,Right Independent,State,NB,266.380420302401
4011,96,,96,HUM096.R.L,HUM,1,R,18.761,19.045,,R18.761,R19.045,18.704,18.988,Left,State,WB,608.186933589079
4012,96,,96,HUM096...L,HUM,1,,17.605,18.761,,17.605,18.761,17.548,18.704,Left,State,WB,2479.26769036341
4013,96,,96,HUM096.R.L,HUM,1,R,17.392,17.586,,R17.392,R17.586,17.354,17.548,Left,State,WB,415.939255449397
4014,175,,175,LAK175.R.R,LAK,1,R,23.919,25.442,,R23.919,R25.442,33.406,34.929,Right,State,EB,3158.42114131486
4015,96,,96,HUM096...L,HUM,1,,14.697,17.392,,14.697,17.392,14.659,17.354,Left,State,WB,5755.87816036342
4016,96,,96,HUM096.R.L,HUM,1,R,14.234,14.7,,R14.234,R14.7,14.193,14.659,Left,State,WB,976.913537168833
4017,190,,190,TUL190...R,TUL,6,,33.958,39.953,,33.958,39.953,33.766,39.761,Right,State,EB,11835.4045407941
4018,152,,152,SCL152.R.R,SCL,4,R,4.404,4.997,,R4.404,R4.997,14.878,15.471,Right,State,EB,1305.12007904796
4019,96,,96,HUM096...L,HUM,1,,13.428,14.234,,13.428,14.234,13.387,14.193,Left,State,WB,1725.58990048421
4020,96,,96,HUM096.R.L,HUM,1,R,13.081,13.437,,R13.081,R13.437,13.031,13.387,Left,State,WB,772.462929180817
4021,96,,96,HUM096...L,HUM,1,,10.754,13.081,,10.754,13.081,10.704,13.031,Left,State,WB,4963.01705226896
4022,96,,96,HUM096.R.L,HUM,1,R,10.358,10.755,,R10.358,R10.755,10.307,10.704,Left,State,WB,875.708444148299
4023,128,,128,SOL128...L,SOL,4,,0,0.754,,0.0,0.754,111.739,112.493,Left,State,WB,1537.87299131172
4024,96,,96,HUM096...L,HUM,1,,6.881,10.358,,6.881,10.358,6.83,10.307,Left,State,WB,7387.01807965151
4025,96,,96,HUM096.R.L,HUM,1,R,6.622,6.881,,R6.622,R6.881,6.571,6.83,Left,State,WB,550.379689931428
4026,96,,96,HUM096...L,HUM,1,,6.531,6.622,,6.531,6.622,6.48,6.571,Left,State,WB,193.665611994702
4027,199,,199,DN.199.R.R,DN,1,R,21.836,22.13,,R21.836,R22.13,21.673,21.967,Right,US,NB,602.23356917696
4028,96,,96,HUM096.R.L,HUM,1,R,6.003,6.48,,R6.003,R6.48,6.003,6.48,Left,State,WB,1014.61929377363
4029,96,,96,HUM096...L,HUM,1,,0,6.003,,0.0,6.003,0,6.003,Left,State,WB,12737.6190156934
4030,101,,101,SLO101...R,SLO,5,,34.616,49.063,,34.616,49.063,208.076,222.523,Right,US,NB,28598.4937017618
4031,95,,95,SBD095...R,SBD,8,,57.829,80.453,,57.829,80.453,94.291,116.915,Right,US,NB,44606.5599958287
4032,101,,101,HUM101..LL,HUM,1,,77.967,79.574,L,77.967L,79.574L,702.226,703.833,Left Independent,US,SB,3407.69180700224
4033,95,,95,SBD095...R,SBD,8,,4.001,57.275,,4.001,57.275,40.578,93.852,Right,US,NB,103987.299891232
4034,96,,96,HUM096.R.L,HUM,1,R,28.318,29.2,,R28.318,R29.2,28.203,29.085,Left,State,WB,1907.09203249806
4035,95,,95,SBD095.R.R,SBD,8,R,3.702,3.991,,R3.702,R3.991,40.289,40.578,Right,US,NB,560.019807690472
4036,95,,95,SBD095...R,SBD,8,,0,3.702,,0.0,3.702,36.587,40.289,Right,US,NB,7196.00195694084
4037,95,,95,RIV095...R,RIV,8,,0,36.197,,0.0,36.197,0.39,36.587,Right,US,NB,70204.7709003295
4038,95,,95,RIV095.L.R,RIV,8,L,0,0.39,,L0.0,L0.39,0,0.39,Right,US,NB,760.027397680691
4039,180,,180,FRE180.R.R,FRE,6,R,53.601,76.74,,R53.601,R76.74,30.101,53.24,Right,State,EB,46478.6328650757
4040,95,,95,SBD095...L,SBD,8,,57.829,80.453,,57.829,80.453,94.291,116.915,Left,US,SB,44606.5599958287
4041,162,,162,GLE162.R.R,GLE,3,R,45.003,45.363,,R45.003,R45.363,41.338,41.698,Right,State,EB,753.272908577513
4042,95,,95,SBD095.R.L,SBD,8,R,3.702,3.991,,R3.702,R3.991,40.289,40.578,Left,US,SB,560.019807690472
4043,95,,95,RIV095...L,RIV,8,,0,36.197,,0.0,36.197,0.39,36.587,Left,US,SB,70204.7709003295
4044,95,,95,RIV095.L.L,RIV,8,L,0,0.39,,L0.0,L0.39,0,0.39,Left,US,SB,761.682850880784
4045,94,,94,SD.094...R,SD,11,,64.179,65.375,,64.179,65.375,62.042,63.238,Right,State,EB,2273.05922136139
4046,94,,94,SD.094.R.R,SD,11,R,63.7,64.168,,R63.7,R64.168,61.574,62.042,Right,State,EB,911.535375896274
4047,94,,94,SD.094...R,SD,11,,60.13,63.7,,60.13,63.7,58.004,61.574,Right,State,EB,6631.26370269417
4048,94,,94,SD.094.R.R,SD,11,R,58.739,60.116,,R58.739,R60.116,56.627,58.004,Right,State,EB,2769.77406200764
4049,152,,152,SCL152.M.L,SCL,4,M,9.43,10.277,,M9.43,M10.277,19.904,20.751,Left,State,WB,1709.7207110477
4050,94,,94,SD.094...R,SD,11,,50.634,58.739,,50.634,58.739,48.522,56.627,Right,State,EB,15463.7519060168
4051,94,,94,SD.094.R.R,SD,11,R,49.855,50.593,,R49.855,R50.593,47.784,48.522,Right,State,EB,1404.51828707882
4052,101,,101,SM.101...R,SM,4,,21.185,26.107,,21.185,26.107,423.337,428.259,Right,US,NB,10001.5038563745
4053,94,,94,SD.094...R,SD,11,,47.42,49.855,,47.42,49.855,45.349,47.784,Right,State,EB,4681.72878854491
4054,94,,94,SD.094.R.R,SD,11,R,47.029,47.384,,R47.029,R47.384,44.994,45.349,Right,State,EB,682.221722979344
4055,94,,94,SD.094...R,SD,11,,45.574,47.029,,45.574,47.029,43.539,44.994,Right,State,EB,2807.92274705065
4056,94,,94,SD.094.R.R,SD,11,R,44.248,45.479,,R44.248,R45.479,42.308,43.539,Right,State,EB,2359.62744268291
4057,94,,94,SD.094...R,SD,11,,38.798,44.248,,38.798,44.248,36.858,42.308,Right,State,EB,10393.2600492578
4058,94,,94,SD.094.R.R,SD,11,R,38.313,38.739,,R38.313,R38.739,36.432,36.858,Right,State,EB,812.564047856771
4059,94,,94,SD.094...R,SD,11,,34.015,38.313,,34.015,38.313,32.134,36.432,Right,State,EB,8198.32476259412
4060,94,,94,SD.094.R.R,SD,11,R,33.402,33.876,,R33.402,R33.876,31.66,32.134,Right,State,EB,909.779226343184
4061,94,,94,SD.094.R.R,SD,11,R,29.343,29.665,,R29.343,R29.665,27.609,27.931,Right,State,EB,633.756236601688
